Timestamp,Do you consent to participate in this academic research survey?,Age,"Program or Field of Study (e.g., BSc CSIT, BBA, MBBS, etc.)", Current Year of Study,Living Situation,Current CGPA(average GPA that you remember) or Overall CGPA (if graduated),Have you ever given compart exam or repeated course?,Average attendance in semesters till now,Daily study hours (outside class including the time of assignments and projects),I revise class materials regularly,Rate your faculty's academic teaching capability,"Use of online platforms (YouTube, Coursera, etc.)",How often do you do group studies?,Do you ask for help with teachers while facing academic difficulties?,Stress level regarding academics,Average sleep per night,Do you feel supported by friends or family in your academics?,How is your friend circle academically?,Estimated monthly household income (NPR),Are you the first in your family to attend university?,Do you work a part-time job while studying?,How much does financial pressure affect your studies?,Do family responsibilities affect your study time?,I am confident I will complete my degree,I feel motivated to do well in university,Anything else you'd like to share about your academic experience or challenges?,Column 28
07/11/2025 21:50:25,Yes,20,Mechanical Engineering,4th,Other,2.97,No,>90%,2 to 3,4,5,Never,Never,No,2,<5 hrs,Frequently,4,"<15,000",Yes,No,3,Rarely,4,3,,
06/27/2025 19:16:47,Yes,25,Mechanical Engineering,4th,Hostel,3.21,No,75%–90%,<1,3,1,Sometimes,Rarely,"Yes, regularly",2,5–6 hrs,Sometimes,3,">50,000",No,Yes,3,Rarely,5,1,Family expectations create additional pressure to perform well.,
07/09/2025 00:04:49,Yes,21,MPhil,4th,Alone,3.61,No,>90%,2 to 3,1,3,Always,Sometimes,Rarely,4,5–6 hrs,Rarely,3,"15,000–30,000",No,No,5,No,1,4,,
07/30/2025 23:05:17,Yes,21,B.Tech,4th,At home with family,3.35,No,<50%,2 to 3,1,2,Sometimes,Never,Sometimes,4,5–6 hrs,Always,4,">50,000",Yes,No,2,Sometimes,5,4,,
07/13/2025 05:07:04,Yes,24,BDS,4th,Rented/shared room,3.2,No,>90%,1 to 2,1,4,Rarely,Rarely,Rarely,4,5–6 hrs,Always,5,"30,000–50,000",No,No,4,No,4,4,Not enough focus on skill development beyond theoretical knowledge.,
06/14/2025 04:01:41,Yes,22,Nursing,1st,Alone,4.0,No,>90%,1 to 2,4,5,Never,Rarely,Sometimes,5,6–7 hrs,Always,1,"<15,000",No,No,5,No,5,4,,
05/20/2025 00:14:25,Yes,20,GE,Graduated,At home with family,3.76,No,>90%,3 to 4,1,2,Always,Rarely,Sometimes,1,6–7 hrs,Sometimes,2,">50,000",No,No,5,Significantly,5,5,,
07/19/2025 07:16:27,Yes,22,B.E,Graduated,Hostel,3.29,No,<50%,<1,4,4,Sometimes,Frequently,"Yes, regularly",5,7–8 hrs,Always,2,"30,000–50,000",No,No,3,Rarely,2,4,No,
07/08/2025 04:38:47,Yes,21,Bpt,4th,At home with family,3.23,No,>90%,3 to 4,5,4,Rarely,Never,Sometimes,5,6–7 hrs,Always,4,"30,000–50,000",Yes,No,2,No,1,2,,
07/13/2025 17:11:37,Yes,19,BIM,4th,Rented/shared room,2.9,No,>90%,<1,1,3,Frequently,Never,No,4,>8 hrs,Never,4,">50,000",No,No,2,No,4,5,,
06/17/2025 21:21:48,Yes,23,Computer science,2nd,Rented/shared room,3.14,No,>90%,<1,4,4,Frequently,Sometimes,Rarely,5,<5 hrs,Always,5,"30,000–50,000",Yes,No,5,Sometimes,5,3,,
06/17/2025 09:51:45,Yes,22,BDS,4th,At home with family,3.94,No,<50%,<1,2,5,Frequently,Rarely,No,3,6–7 hrs,Frequently,4,">50,000",No,No,4,Significantly,5,3,,
07/22/2025 20:18:23,Yes,23,ME,Graduated,Rented/shared room,3.52,No,75%–90%,<1,4,4,Sometimes,Sometimes,Sometimes,2,7–8 hrs,Frequently,1,"15,000–30,000",No,Yes,3,Sometimes,4,4,,
06/10/2025 00:05:52,Yes,25,Geomatics Engineering,Graduated,At home with family,3.07,No,>90%,<1,4,4,Frequently,Never,No,5,6–7 hrs,Always,3,"<15,000",Yes,No,1,Rarely,3,3,,
06/07/2025 21:51:41,Yes,24,LLB,3rd,At home with family,3.46,No,>90%,1 to 2,4,5,Always,Rarely,No,5,6–7 hrs,Always,4,">50,000",Yes,No,5,Rarely,5,3,Hard work always pays off.,
07/15/2025 02:01:10,Yes,25,CE,4th,At home with family,2.97,Yes,>90%,<1,2,1,Never,Frequently,No,3,5–6 hrs,Always,3,"30,000–50,000",No,Yes,3,Sometimes,3,4,,
05/26/2025 04:38:42,Yes,25,CM,2nd,Rented/shared room,4.0,No,<50%,>4,5,5,Frequently,Rarely,Sometimes,1,7–8 hrs,Frequently,2,">50,000",Yes,No,4,Rarely,3,5,Lack of industry exposure in curriculum is concerning.,
07/10/2025 05:31:08,Yes,22,BE,Graduated,At home with family,3.3,Yes,75%–90%,2 to 3,3,4,Sometimes,Rarely,Sometimes,1,5–6 hrs,Frequently,5,"30,000–50,000",No,No,4,Significantly,5,4,,
07/23/2025 05:33:06,Yes,22,Nursing,Graduated,Alone,3.53,Yes,75%–90%,>4,2,2,Sometimes,Frequently,"Yes, regularly",4,6–7 hrs,Always,4,">50,000",No,No,3,Significantly,5,2,,
07/18/2025 14:07:05,Yes,28,Computer Engineering,Graduated,At home with family,3.2,No,75%–90%,1 to 2,2,3,Frequently,Sometimes,Rarely,5,5–6 hrs,Frequently,5,"<15,000",No,No,3,Significantly,4,3,,
05/31/2025 09:06:32,Yes,30,Btech AI,Graduated,Hostel,3.51,No,>90%,<1,1,4,Sometimes,Frequently,Sometimes,5,5–6 hrs,Always,3,"<15,000",No,No,1,Sometimes,3,4,,
07/16/2025 13:14:43,Yes,24,B.Tech,4th,Other,2.95,No,>90%,<1,3,1,Frequently,Never,"Yes, regularly",1,7–8 hrs,Frequently,5,">50,000",No,No,5,Rarely,4,5,,
07/06/2025 15:19:07,Yes,21,MBBS,1st,Other,3.2,No,>90%,2 to 3,2,2,Frequently,Rarely,"Yes, regularly",4,7–8 hrs,Sometimes,2,"<15,000",No,No,4,Sometimes,5,3,Never give up on your dreams.,
06/02/2025 21:03:40,Yes,23,B.A.LLB,Graduated,Hostel,3.26,No,>90%,3 to 4,4,3,Sometimes,Rarely,Rarely,1,5–6 hrs,Frequently,4,">50,000",Yes,No,4,Significantly,5,5,,
07/28/2025 12:55:02,Yes,25,ME,3rd,Hostel,2.87,No,>90%,1 to 2,2,1,Never,Never,No,3,5–6 hrs,Always,3,"<15,000",Yes,Yes,2,Significantly,4,4,,
07/30/2025 07:16:51,Yes,22,B.A.LLB,4th,Other,3.37,No,>90%,3 to 4,3,3,Never,Rarely,"Yes, regularly",2,6–7 hrs,Sometimes,3,"15,000–30,000",Yes,No,4,Significantly,5,2,Finding time for self-study alongside assignments is tough.,
05/29/2025 00:56:09,Yes,18,BE,4th,Hostel,3.25,Yes,<50%,1 to 2,3,2,Rarely,Sometimes,Sometimes,4,7–8 hrs,Sometimes,3,"<15,000",No,No,2,No,3,4,,
06/03/2025 15:55:24,Yes,38,B.E,1st,Rented/shared room,3.1,No,50%–75%,>4,3,5,Frequently,Sometimes,Sometimes,5,>8 hrs,Always,1,"15,000–30,000",No,No,4,Significantly,5,3,Your attitude determines your direction.,
06/21/2025 06:15:49,Yes,27,Civil Engineering,4th,Rented/shared room,3.03,No,>90%,1 to 2,3,4,Rarely,Rarely,"Yes, regularly",3,7–8 hrs,Always,1,"15,000–30,000",Yes,No,2,Sometimes,5,1,,
05/15/2025 11:34:35,Yes,30,Btech AI,4th,At home with family,3.76,Yes,>90%,1 to 2,5,3,Rarely,Rarely,Sometimes,5,6–7 hrs,Frequently,2,"30,000–50,000",Yes,No,5,Sometimes,3,5,,
05/17/2025 00:01:46,Yes,22,CE,4th,Hostel,3.22,No,75%–90%,<1,3,3,Always,Rarely,"Yes, regularly",3,6–7 hrs,Frequently,3,"15,000–30,000",No,No,2,Significantly,5,2,,
06/28/2025 14:42:27,Yes,21,MBS,5th,Hostel,3.54,Yes,50%–75%,2 to 3,1,1,Never,Sometimes,Rarely,1,5–6 hrs,Always,1,"30,000–50,000",No,No,1,No,4,3,Family expectations create additional pressure to perform well.,
06/25/2025 21:29:54,Yes,23,BSc.CS,4th,Rented/shared room,3.53,No,75%–90%,1 to 2,2,5,Sometimes,Never,No,5,7–8 hrs,Always,4,">50,000",Yes,No,4,No,4,4,,
07/16/2025 18:46:39,Yes,41,MBBS,Graduated,At home with family,3.6,No,75%–90%,2 to 3,2,3,Rarely,Rarely,Rarely,5,7–8 hrs,Sometimes,5,"30,000–50,000",Yes,No,3,Rarely,1,4,,
06/24/2025 05:14:17,Yes,25,CM,Graduated,At home with family,4.0,No,75%–90%,2 to 3,1,1,Never,Rarely,Sometimes,3,6–7 hrs,Rarely,2,"15,000–30,000",No,No,5,Rarely,4,5,Remote learning was difficult to adapt to initially.,
07/20/2025 14:12:13,Yes,41,CE,Graduated,Hostel,3.29,No,75%–90%,<1,1,5,Always,Sometimes,No,3,7–8 hrs,Always,5,">50,000",Yes,No,1,Rarely,5,5,No,
07/30/2025 02:49:01,Yes,22,MBS,Graduated,Rented/shared room,3.92,No,50%–75%,<1,1,3,Sometimes,Rarely,No,1,>8 hrs,Always,4,">50,000",No,No,5,Significantly,1,4,The best way to predict the future is to create it.,
05/26/2025 04:07:33,Yes,22,BBA,4th,Rented/shared room,2.66,No,>90%,2 to 3,2,3,Sometimes,Never,"Yes, regularly",4,>8 hrs,Never,4,"30,000–50,000",No,No,5,Significantly,5,2,,
06/29/2025 11:08:55,Yes,24,BPT,Graduated,Alone,3.64,Yes,75%–90%,2 to 3,5,3,Never,Sometimes,Sometimes,5,7–8 hrs,Frequently,2,"30,000–50,000",Yes,No,2,No,5,5,,
06/26/2025 20:24:26,Yes,34,MBBS,Graduated,Rented/shared room,3.57,Yes,<50%,2 to 3,4,2,Rarely,Sometimes,Sometimes,5,7–8 hrs,Always,2,"15,000–30,000",No,Yes,4,No,3,3,,
05/23/2025 08:54:06,Yes,21,CE,Graduated,At home with family,3.8,No,75%–90%,<1,3,2,Rarely,Sometimes,No,5,5–6 hrs,Always,5,"15,000–30,000",Yes,No,3,Significantly,5,2,,
07/29/2025 06:59:28,Yes,25,MPhil,4th,Rented/shared room,3.06,No,75%–90%,<1,1,1,Frequently,Rarely,Sometimes,4,>8 hrs,Always,2,">50,000",No,No,5,Sometimes,4,2,Success comes to those who persevere.,
05/26/2025 20:14:35,Yes,27,MBS,2nd,At home with family,3.5,No,75%–90%,3 to 4,3,1,Never,Sometimes,"Yes, regularly",4,6–7 hrs,Always,3,">50,000",No,Yes,3,Significantly,5,5,,
07/25/2025 14:59:16,Yes,22,BA.LLB,Graduated,Hostel,3.37,No,>90%,1 to 2,2,2,Sometimes,Never,Sometimes,1,<5 hrs,Always,5,">50,000",No,No,5,Sometimes,5,2,,
07/21/2025 00:21:54,Yes,22,B.Tech,1st,Rented/shared room,3.67,No,75%–90%,1 to 2,3,4,Frequently,Rarely,Rarely,5,7–8 hrs,Always,1,">50,000",No,No,5,Rarely,3,4,,
05/20/2025 14:06:00,Yes,21,BSc,3rd,At home with family,3.81,Yes,>90%,1 to 2,3,2,Rarely,Rarely,"Yes, regularly",2,6–7 hrs,Sometimes,5,"15,000–30,000",No,No,1,Significantly,4,2,,
05/27/2025 00:05:12,Yes,21,MBS,3rd,Hostel,3.52,Yes,75%–90%,<1,5,2,Sometimes,Frequently,Sometimes,1,5–6 hrs,Rarely,4,">50,000",Yes,Yes,3,Sometimes,4,3,,
06/20/2025 14:08:29,Yes,19,BE,4th,Hostel,3.56,No,75%–90%,<1,1,3,Frequently,Sometimes,Rarely,2,5–6 hrs,Sometimes,4,">50,000",No,No,1,Rarely,5,3,,
07/25/2025 21:24:17,Yes,25,B.Tech in AI,4th,Rented/shared room,3.51,Yes,>90%,<1,1,1,Frequently,Rarely,No,4,7–8 hrs,Rarely,5,"30,000–50,000",Yes,No,2,Significantly,5,4,,
05/16/2025 10:11:02,Yes,20,BIT,2nd,Hostel,2.71,No,>90%,<1,4,4,Frequently,Rarely,No,3,6–7 hrs,Always,4,">50,000",No,No,5,Sometimes,5,5,,
06/10/2025 17:13:51,Yes,23,BA.LLB,4th,Hostel,4.0,No,75%–90%,>4,3,5,Never,Rarely,No,2,7–8 hrs,Sometimes,4,"<15,000",Yes,No,1,No,4,5,,
05/22/2025 12:54:36,Yes,44,BBA,2nd,Hostel,3.46,Yes,>90%,<1,2,3,Sometimes,Never,Sometimes,5,5–6 hrs,Always,4,"30,000–50,000",No,No,5,Rarely,4,1,,
07/30/2025 06:50:16,Yes,22,B.E,4th,Rented/shared room,3.97,No,>90%,1 to 2,5,4,Frequently,Sometimes,"Yes, regularly",5,<5 hrs,Frequently,5,"15,000–30,000",Yes,No,5,No,3,2,,
06/27/2025 19:33:45,Yes,23,BA.LLB,4th,Rented/shared room,3.19,No,50%–75%,2 to 3,1,1,Sometimes,Frequently,Sometimes,3,5–6 hrs,Rarely,3,"15,000–30,000",No,No,3,No,5,2,,
05/27/2025 03:36:37,Yes,23,Civil Engineering,4th,Hostel,3.73,No,>90%,1 to 2,3,1,Sometimes,Rarely,"Yes, regularly",3,<5 hrs,Always,4,">50,000",Yes,No,5,Rarely,5,2,Believe in yourself and all that you are.,
06/14/2025 00:52:05,Yes,46,Computer Engineering,4th,Hostel,3.85,Yes,75%–90%,1 to 2,4,3,Sometimes,Sometimes,Sometimes,3,6–7 hrs,Sometimes,1,">50,000",Yes,No,4,Rarely,5,1,,
07/10/2025 17:10:00,Yes,22,BSc.CS,4th,Hostel,4.0,No,>90%,<1,1,3,Frequently,Rarely,Sometimes,3,6–7 hrs,Frequently,4,">50,000",No,No,4,Rarely,5,5,,
06/16/2025 10:39:12,Yes,23,Bpt,Graduated,Rented/shared room,3.46,No,>90%,<1,1,1,Frequently,Sometimes,Rarely,3,7–8 hrs,Always,3,">50,000",No,No,1,Sometimes,4,5,,
05/22/2025 05:37:30,Yes,31,ME,4th,Rented/shared room,2.29,Yes,75%–90%,<1,3,4,Frequently,Rarely,Rarely,5,6–7 hrs,Frequently,4,">50,000",No,No,5,Sometimes,5,3,,
07/18/2025 01:31:50,Yes,23,ME,Graduated,At home with family,3.65,No,>90%,2 to 3,1,4,Sometimes,Rarely,"Yes, regularly",2,5–6 hrs,Never,2,"15,000–30,000",No,No,1,No,5,1,,
06/05/2025 17:09:20,Yes,25,CA,Graduated,Rented/shared room,3.51,No,75%–90%,2 to 3,2,4,Sometimes,Rarely,No,3,5–6 hrs,Always,2,">50,000",No,No,1,Rarely,1,2,,
06/13/2025 07:23:48,Yes,23,Bpt,Graduated,Hostel,3.62,No,>90%,<1,2,1,Frequently,Never,No,4,5–6 hrs,Never,4,"15,000–30,000",No,No,5,No,1,5,,
07/26/2025 02:33:11,Yes,23,CE,4th,At home with family,3.72,No,50%–75%,<1,1,2,Rarely,Rarely,"Yes, regularly",3,6–7 hrs,Always,5,">50,000",No,No,5,Significantly,5,5,,
05/13/2025 05:19:23,Yes,24,Computer Engineering,5th,Rented/shared room,2.61,No,75%–90%,<1,2,3,Sometimes,Frequently,Sometimes,5,6–7 hrs,Always,5,"30,000–50,000",No,Yes,5,Rarely,3,1,,
06/03/2025 16:33:19,Yes,27,GE,4th,Rented/shared room,3.59,No,50%–75%,<1,3,3,Never,Sometimes,Sometimes,5,>8 hrs,Always,3,"15,000–30,000",No,No,2,Sometimes,5,1,,
07/20/2025 14:24:57,Yes,25,BCE,Graduated,At home with family,3.59,Yes,>90%,<1,3,1,Never,Rarely,Sometimes,5,6–7 hrs,Always,5,"30,000–50,000",No,No,4,Rarely,3,5,,
07/12/2025 09:52:41,Yes,25,BSc.CS,Graduated,At home with family,3.04,No,<50%,1 to 2,4,3,Always,Sometimes,No,4,5–6 hrs,Always,2,">50,000",Yes,No,1,Sometimes,4,4,,
07/23/2025 08:41:00,Yes,24,BBIS,4th,At home with family,3.63,No,>90%,1 to 2,1,3,Sometimes,Frequently,Sometimes,1,<5 hrs,Frequently,4,"<15,000",No,No,1,Sometimes,5,3,,
07/25/2025 05:48:29,Yes,21,Geomatics Engineering,Graduated,Hostel,3.18,No,>90%,<1,4,3,Frequently,Rarely,Rarely,5,7–8 hrs,Always,3,">50,000",Yes,No,5,No,2,5,,
07/19/2025 00:07:59,Yes,22,B.Sc,5th,Rented/shared room,3.12,No,>90%,1 to 2,1,4,Frequently,Frequently,No,5,>8 hrs,Always,3,">50,000",No,No,1,Rarely,4,4,,
05/20/2025 11:54:47,Yes,29,BBM LLB,Graduated,At home with family,3.92,No,75%–90%,2 to 3,3,2,Frequently,Never,"Yes, regularly",1,5–6 hrs,Sometimes,3,"30,000–50,000",No,No,3,Rarely,5,2,,
06/29/2025 18:47:13,Yes,47,BCA,Graduated,Hostel,4.0,No,>90%,<1,2,2,Sometimes,Rarely,Rarely,2,5–6 hrs,Always,4,"15,000–30,000",Yes,Yes,4,Rarely,5,4,,
07/07/2025 20:52:34,Yes,24,BE,Graduated,Rented/shared room,3.12,No,50%–75%,<1,2,3,Frequently,Rarely,Rarely,4,5–6 hrs,Frequently,3,"30,000–50,000",No,Yes,1,Sometimes,3,1,,
05/30/2025 08:12:17,Yes,39,BBA,4th,At home with family,2.93,Yes,>90%,>4,3,3,Rarely,Rarely,No,5,5–6 hrs,Frequently,5,"30,000–50,000",Yes,No,3,Rarely,5,4,Maintaining mental health while pursuing academic excellence is crucial.,
05/17/2025 05:41:24,Yes,24,MBBS,Graduated,Hostel,3.89,No,>90%,1 to 2,1,3,Rarely,Rarely,Rarely,4,5–6 hrs,Never,3,">50,000",No,No,5,Significantly,4,1,,
05/28/2025 20:40:36,Yes,23,MPPM,4th,At home with family,3.61,No,50%–75%,3 to 4,3,3,Rarely,Sometimes,Rarely,4,6–7 hrs,Frequently,1,">50,000",Yes,No,3,No,5,4,,
07/29/2025 17:38:50,Yes,41,LLB,Graduated,At home with family,3.7,No,>90%,1 to 2,2,3,Never,Sometimes,No,3,6–7 hrs,Always,3,">50,000",No,Yes,1,Significantly,4,5,,
06/22/2025 02:10:04,Yes,24,BIM,Graduated,Hostel,2.87,Yes,>90%,1 to 2,1,2,Rarely,Never,No,4,7–8 hrs,Always,5,"15,000–30,000",Yes,Yes,1,Sometimes,3,4,,
07/25/2025 10:52:42,Yes,18,B.Tech in AI,1st,Rented/shared room,3.76,No,<50%,<1,5,4,Rarely,Rarely,"Yes, regularly",4,6–7 hrs,Never,5,"30,000–50,000",Yes,Yes,4,No,3,5,,
06/29/2025 18:50:26,Yes,23,B.A.LLB,Graduated,At home with family,3.45,No,75%–90%,3 to 4,1,2,Sometimes,Sometimes,Rarely,5,6–7 hrs,Sometimes,5,">50,000",No,Yes,2,Rarely,5,4,,
05/30/2025 15:25:20,Yes,23,MBA,4th,At home with family,3.46,No,75%–90%,1 to 2,3,3,Frequently,Sometimes,Rarely,1,6–7 hrs,Always,5,">50,000",No,Yes,5,Rarely,5,3,,
07/23/2025 19:22:59,Yes,30,CA,Graduated,Rented/shared room,3.79,Yes,>90%,<1,4,4,Sometimes,Rarely,Rarely,5,5–6 hrs,Always,1,"30,000–50,000",No,Yes,1,Sometimes,4,4,,
07/06/2025 23:52:19,Yes,29,LLB,1st,Hostel,3.69,No,>90%,1 to 2,1,2,Rarely,Never,Rarely,2,7–8 hrs,Sometimes,5,">50,000",No,No,4,Rarely,5,5,,
07/09/2025 13:19:31,Yes,24,B.E,4th,Hostel,3.64,Yes,75%–90%,1 to 2,3,1,Never,Sometimes,"Yes, regularly",2,7–8 hrs,Sometimes,4,">50,000",No,No,5,Rarely,5,4,Believe in yourself and all that you are.,
07/08/2025 05:00:08,Yes,22,Environmental Engineering,Graduated,Hostel,3.25,No,75%–90%,2 to 3,4,2,Frequently,Sometimes,"Yes, regularly",1,6–7 hrs,Rarely,1,"30,000–50,000",No,No,3,Significantly,5,5,,
06/25/2025 04:48:01,Yes,23,Computer Engineering,2nd,Hostel,4.0,No,75%–90%,1 to 2,2,5,Frequently,Sometimes,No,3,6–7 hrs,Always,5,"15,000–30,000",Yes,No,4,Significantly,2,5,,
06/07/2025 23:50:00,Yes,18,BBIS,4th,At home with family,2.98,No,>90%,<1,4,5,Always,Rarely,Sometimes,3,5–6 hrs,Sometimes,5,">50,000",No,No,2,No,3,3,,
06/05/2025 22:09:24,Yes,21,CS,5th,Rented/shared room,3.31,No,>90%,3 to 4,1,2,Rarely,Sometimes,Sometimes,3,5–6 hrs,Rarely,5,"30,000–50,000",No,No,2,Rarely,5,4,The best way to predict the future is to create it.,
05/19/2025 13:32:43,Yes,22,Bpt,Graduated,At home with family,4.0,No,75%–90%,<1,2,1,Frequently,Sometimes,No,5,6–7 hrs,Frequently,1,"30,000–50,000",No,No,4,Rarely,3,5,,
07/15/2025 09:42:08,Yes,23,B.A.LLB,Graduated,At home with family,3.3,No,75%–90%,<1,2,2,Never,Rarely,Rarely,2,5–6 hrs,Frequently,5,"30,000–50,000",No,No,5,No,5,5,,
05/23/2025 09:42:45,Yes,19,Environmental Engineering,4th,Rented/shared room,3.07,No,>90%,1 to 2,5,3,Never,Rarely,Rarely,3,7–8 hrs,Rarely,1,"<15,000",No,Yes,4,No,1,2,,
07/16/2025 08:13:07,Yes,27,ME,4th,At home with family,3.22,No,>90%,1 to 2,3,2,Rarely,Rarely,No,4,7–8 hrs,Always,3,">50,000",No,No,3,Sometimes,4,4,,
07/22/2025 06:26:09,Yes,25,B.Tech,Graduated,At home with family,3.49,No,<50%,1 to 2,1,5,Sometimes,Rarely,No,5,<5 hrs,Always,4,"30,000–50,000",No,Yes,2,Rarely,2,5,,
07/09/2025 06:33:43,Yes,43,BIM,Graduated,Alone,2.81,Yes,75%–90%,3 to 4,4,1,Frequently,Never,No,2,6–7 hrs,Always,3,"30,000–50,000",No,No,1,Significantly,5,3,,
05/13/2025 22:20:43,Yes,18,BIM,4th,Rented/shared room,3.07,No,>90%,<1,2,1,Always,Never,Rarely,2,6–7 hrs,Always,4,">50,000",No,Yes,2,Significantly,5,4,,
05/24/2025 06:37:34,Yes,25,Nursing,Graduated,Hostel,3.53,No,>90%,<1,1,3,Frequently,Sometimes,Sometimes,3,<5 hrs,Always,4,">50,000",No,No,3,Significantly,4,5,,
06/26/2025 20:30:10,Yes,23,BBA,Graduated,Rented/shared room,3.81,No,50%–75%,3 to 4,4,5,Rarely,Never,Rarely,5,5–6 hrs,Frequently,5,"15,000–30,000",No,No,2,Rarely,5,4,,
05/24/2025 22:58:29,Yes,22,MPhil,Graduated,At home with family,3.37,No,>90%,1 to 2,3,4,Never,Rarely,"Yes, regularly",2,<5 hrs,Sometimes,2,"15,000–30,000",No,No,1,Sometimes,5,4,,
07/04/2025 16:20:32,Yes,23,BIM,4th,Hostel,3.23,No,>90%,<1,1,1,Rarely,Never,No,5,6–7 hrs,Frequently,3,"30,000–50,000",Yes,No,4,Sometimes,5,1,,
06/29/2025 01:01:57,Yes,24,CS,Graduated,At home with family,3.93,No,>90%,2 to 3,4,2,Frequently,Never,Rarely,2,7–8 hrs,Sometimes,4,"<15,000",Yes,No,3,Sometimes,5,3,,
07/22/2025 12:05:20,Yes,29,B.Tech in AI,Graduated,Rented/shared room,3.31,Yes,75%–90%,<1,5,4,Rarely,Rarely,Rarely,4,<5 hrs,Sometimes,5,"30,000–50,000",No,No,1,Rarely,5,3,,
05/19/2025 01:02:45,Yes,28,Btech AI,4th,Alone,3.03,No,75%–90%,<1,2,3,Frequently,Rarely,Sometimes,4,<5 hrs,Sometimes,5,"30,000–50,000",No,Yes,2,Sometimes,5,4,,
05/22/2025 21:05:22,Yes,25,CA,2nd,At home with family,3.15,No,>90%,<1,4,5,Always,Sometimes,No,5,5–6 hrs,Always,2,">50,000",Yes,No,3,No,2,2,,
07/03/2025 05:31:20,Yes,19,BDS,Graduated,At home with family,3.8,No,>90%,2 to 3,1,2,Frequently,Never,Sometimes,5,6–7 hrs,Always,4,"15,000–30,000",No,Yes,3,Sometimes,5,2,,
06/28/2025 22:45:56,Yes,33,BDS,4th,At home with family,3.45,No,>90%,2 to 3,1,3,Frequently,Sometimes,No,5,7–8 hrs,Rarely,4,"15,000–30,000",No,No,1,Sometimes,4,4,Your attitude determines your direction.,
07/27/2025 09:57:44,Yes,32,B.E,Graduated,Rented/shared room,3.75,No,50%–75%,3 to 4,5,4,Never,Sometimes,"Yes, regularly",4,6–7 hrs,Always,5,"30,000–50,000",No,No,4,Rarely,5,5,,
06/26/2025 23:30:17,Yes,18,BCA,4th,Hostel,3.48,No,75%–90%,1 to 2,4,4,Sometimes,Rarely,Rarely,2,5–6 hrs,Frequently,5,"<15,000",No,No,4,Significantly,4,4,,
05/19/2025 12:54:32,Yes,23,B.Tech,Graduated,Rented/shared room,3.53,No,75%–90%,<1,3,1,Rarely,Rarely,"Yes, regularly",3,5–6 hrs,Sometimes,4,"30,000–50,000",No,No,2,Rarely,5,5,,
06/10/2025 12:54:27,Yes,20,CS,3rd,Hostel,2.81,No,>90%,1 to 2,1,3,Always,Rarely,No,5,>8 hrs,Always,5,"15,000–30,000",No,Yes,3,No,5,3,,
05/13/2025 09:35:18,Yes,24,BBM LLB,4th,Hostel,4.0,No,>90%,3 to 4,1,4,Frequently,Rarely,Rarely,3,5–6 hrs,Always,2,"15,000–30,000",No,No,5,No,4,4,,
07/15/2025 06:49:28,Yes,22,BSc.CS,Graduated,At home with family,2.73,No,>90%,<1,1,4,Always,Rarely,"Yes, regularly",4,6–7 hrs,Always,4,"30,000–50,000",No,No,2,Rarely,5,1,,
05/26/2025 01:14:35,Yes,30,Bpt,2nd,At home with family,3.17,Yes,>90%,3 to 4,1,5,Sometimes,Frequently,Rarely,5,6–7 hrs,Frequently,5,"30,000–50,000",No,Yes,1,Sometimes,5,4,,
05/15/2025 04:16:15,Yes,22,B.Tech,Graduated,Rented/shared room,3.39,No,75%–90%,1 to 2,4,1,Sometimes,Rarely,No,3,7–8 hrs,Rarely,4,"15,000–30,000",No,Yes,4,No,5,3,Maintaining mental health while pursuing academic excellence is crucial.,
06/28/2025 01:47:03,Yes,23,LLB,Graduated,Hostel,3.74,Yes,75%–90%,2 to 3,4,1,Sometimes,Sometimes,"Yes, regularly",2,7–8 hrs,Never,3,">50,000",No,No,4,No,5,4,,
05/22/2025 15:07:26,Yes,19,BA.LLB,4th,Rented/shared room,2.96,No,75%–90%,1 to 2,5,1,Always,Never,No,3,<5 hrs,Sometimes,4,"15,000–30,000",No,No,1,Sometimes,5,5,,
07/17/2025 18:33:34,Yes,47,B.Sc,Graduated,At home with family,3.07,No,75%–90%,1 to 2,3,3,Frequently,Frequently,Rarely,3,7–8 hrs,Always,2,"<15,000",No,No,4,Sometimes,4,5,,
05/26/2025 11:50:52,Yes,25,MPhil,4th,At home with family,3.06,No,<50%,3 to 4,1,2,Frequently,Sometimes,No,3,6–7 hrs,Always,2,">50,000",No,Yes,5,No,5,4,,
06/12/2025 05:06:12,Yes,24,CE,3rd,At home with family,3.33,Yes,75%–90%,2 to 3,3,4,Sometimes,Sometimes,No,2,6–7 hrs,Always,5,">50,000",Yes,Yes,5,Sometimes,2,4,,
06/10/2025 23:00:36,Yes,22,BCE,Graduated,Other,2.87,No,>90%,1 to 2,1,3,Rarely,Rarely,Rarely,4,6–7 hrs,Always,5,">50,000",No,No,1,Sometimes,5,3,,
06/17/2025 19:42:08,Yes,22,B.A.LLB,4th,Hostel,3.49,No,75%–90%,<1,2,4,Frequently,Never,No,5,7–8 hrs,Always,4,">50,000",No,Yes,3,No,5,3,,
06/03/2025 23:02:32,Yes,24,ENE,3rd,Rented/shared room,3.41,No,<50%,<1,2,4,Frequently,Sometimes,Sometimes,4,<5 hrs,Frequently,4,">50,000",No,Yes,5,Rarely,5,4,,
07/20/2025 15:28:30,Yes,22,Computer science,4th,At home with family,3.74,No,75%–90%,<1,2,5,Frequently,Rarely,No,5,6–7 hrs,Always,1,">50,000",No,No,3,Rarely,5,4,,
